Database,ExchangeGuid,ExchangeUserAccountControl,LinkedMasterAccount,SamAccountName,ServerLegacyDN,ServerName,Office,UserPrincipalName,Alias,OrganizationalUnit,PrimarySmtpAddress,Name,DistinguishedName,Guid
Dag2DB74,b5a3c2ad-3ed6-4c41-b1af-1bf2ed5e49ac,AccountDisabled,NAEAST\Dylan.Turner,Dylan.Turner,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,SG-01 ,Dylan.Turner@a360labs.com,DylanTurner,a360labs.net/a360labsUsers/cloud,DylanTurner@a360labs.com,Dylan Turner,"CN=Dylan Turner,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",d598f240-e5a8-4dea-8c76-99b819b451fb
Dag2DB42,298a8f3a-f208-4fe3-84f0-349e1db4e2e0,AccountDisabled,EMEA\Albert.McLaughlin,Albert.McLaughlin,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,SG-01 ,Albert.McLaughlin@a360labs.com,AlbertMcLaughlin,a360labs.net/a360labsUsers/cloud,AlbertMcLaughlin@a360labs.com,Albert McLaughlin,"CN=Albert McLaughlin,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",4d0279f7-4a09-49d4-937e-7d1c12e1dc0c
Dag2DB91,7b8f343f-976f-403e-b45a-119127b00bfd,AccountDisabled,EMEA\Jeremy.Becker,Jeremy.Becker,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-GU ,Jeremy.Becker@a360labs.com,JeremyBecker,a360labs.net/a360labsUsers/cloud,JeremyBecker@a360labs.com,Jeremy Becker,"CN=Jeremy Becker,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",b03040c8-950a-4c25-a75c-1834be273165
Dag2DB55,f34ec230-8bea-47e2-b9df-26943c5831d8,AccountDisabled,EMEA\Polly.Fox,Polly.Fox,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-WY ,Polly.Fox@a360labs.com,PollyFox,a360labs.net/a360labsUsers/cloud,PollyFox@a360labs.com,Polly Fox,"CN=Polly Fox,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",4442a0d7-fe5b-4584-be62-d88d0a0f30c1
Dag2DB64,4819abc0-ea85-465c-80c0-9b2d955e574c,AccountDisabled,NAEAST\Georgie.Castillo,Georgie.Castillo,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-CA ,Georgie.Castillo@a360labs.com,GeorgieCastillo,a360labs.net/a360labsUsers/cloud,GeorgieCastillo@a360labs.com,Georgie Castillo,"CN=Georgie Castillo,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",21df52be-18fc-47c7-a85d-9765684256fa
Dag2DB50,2fab4010-da50-458f-bcfb-7fd81cee3af6,AccountDisabled,NAEAST\Harvey.Bishop,Harvey.Bishop,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,HU-BU ,Harvey.Bishop@a360labs.com,HarveyBishop,a360labs.net/a360labsUsers/cloud,HarveyBishop@a360labs.com,Harvey Bishop,"CN=Harvey Bishop,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",ed20c3cc-4ecf-47eb-bced-e1d4fa759e69
Dag2DB86,44afb501-1e39-471a-81dd-3836b6073efb,AccountDisabled,NAEAST\Emily.Hall,Emily.Hall,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-WY ,Emily.Hall@a360labs.com,EmilyHall,a360labs.net/a360labsUsers/cloud,EmilyHall@a360labs.com,Emily Hall,"CN=Emily Hall,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",6d3c10d5-2dbd-481d-a8c6-3c6784ba2974
Dag2DB14,94016157-5d36-44d2-8f7a-1079a631133d,AccountDisabled,EMEA\Beatrice.Reed,Beatrice.Reed,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,IN-DL ,Beatrice.Reed@a360labs.com,BeatriceReed,a360labs.net/a360labsUsers/cloud,BeatriceReed@a360labs.com,Beatrice Reed,"CN=Beatrice Reed,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",5703eff3-a25e-4f94-a73f-782a9b0bd880
Dag2DB61,e1bab028-f299-4f87-b827-5a402a14e881,AccountDisabled,NAEAST\Bradley.Higgins,Bradley.Higgins,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,GB-LND,Bradley.Higgins@a360labs.com,BradleyHiggins,a360labs.net/a360labsUsers/cloud,BradleyHiggins@a360labs.com,Bradley Higgins,"CN=Bradley Higgins,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",3feca3a9-fef1-474c-af6d-c2b35a78a180
Dag2DB61,13ec9440-1ba0-4ce4-ba66-6bbbe3f2f63a,AccountDisabled,EMEA\Christian.Cole,Christian.Cole,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-CA ,Christian.Cole@a360labs.com,ChristianCole,a360labs.net/a360labsUsers/cloud,ChristianCole@a360labs.com,Christian Cole,"CN=Christian Cole,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",4ca1fe1f-d484-4281-9530-a8b2d49c8b80
Dag2DB87,c5d8091c-9bc6-41dc-b46e-bc68c123d8e2,AccountDisabled,NAEAST\Adam.Ortega,Adam.Ortega,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-WA ,Adam.Ortega@a360labs.com,AdamOrtega,a360labs.net/a360labsUsers/cloud,AdamOrtega@a360labs.com,Adam Ortega,"CN=Adam Ortega,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",1e66391a-0510-4aa2-b282-c0c69f8668ab
Dag2DB23,acbe9c49-c68c-4e7d-985c-410f8a7d0388,AccountDisabled,NAEAST\Lizzie.Sanders,Lizzie.Sanders,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,IN-DL ,Lizzie.Sanders@a360labs.com,LizzieSanders,a360labs.net/a360labsUsers/cloud,LizzieSanders@a360labs.com,Lizzie Sanders,"CN=Lizzie Sanders,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",e9affa06-4e65-4938-abc3-b17b853857e0
Dag2DB39,5ff71987-bfb3-46df-bcc9-0979a6fc685c,AccountDisabled,EMEA\Jean.Austin,Jean.Austin,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Jean.Austin@a360labs.com,JeanAustin,a360labs.net/a360labsUsers/cloud,JeanAustin@a360labs.com,Jean Austin,"CN=Jean Austin,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",e034eec8-54f3-4820-b39d-a6511a648613
Dag2DB80,78413541-080f-48ad-b44c-f4962a7e9fd5,AccountDisabled,EMEA\Iva.Robinson,Iva.Robinson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,SG-01 ,Iva.Robinson@a360labs.com,IvaRobinson,a360labs.net/a360labsUsers/cloud,IvaRobinson@a360labs.com,Iva Robinson,"CN=Iva Robinson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",3576bfac-61f7-4786-8770-fba50b808e6f
Dag2DB67,0ff6d2c1-d1f5-4985-bd86-2779d81c50f9,AccountDisabled,NAEAST\Jeremy.Moss,Jeremy.Moss,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,HU-BU ,Jeremy.Moss@a360labs.com,JeremyMoss,a360labs.net/a360labsUsers/cloud,JeremyMoss@a360labs.com,Jeremy Moss,"CN=Jeremy Moss,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",0dcc3244-97b9-4994-88d1-2916f2ad637d
Dag2DB79,b6ecf9c9-f4dd-41c1-bf70-ec99b2544736,AccountDisabled,EMEA\Jordan.Rose,Jordan.Rose,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-WY ,Jordan.Rose@a360labs.com,JordanRose,a360labs.net/a360labsUsers/cloud,JordanRose@a360labs.com,Jordan Rose,"CN=Jordan Rose,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",49a6932d-63fd-404f-ba81-bd02ca2cbb2d
Dag2DB5,3df6846c-31b0-4765-ac7b-5189d3b8163a,AccountDisabled,NAEAST\Janie.Castillo,Janie.Castillo,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,SG-01 ,Janie.Castillo@a360labs.com,JanieCastillo,a360labs.net/a360labsUsers/cloud,JanieCastillo@a360labs.com,Janie Castillo,"CN=Janie Castillo,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",337fd550-7b7a-43d4-99d9-ff6931e3f698
Dag2DB80,69ec47b0-7598-41be-97c7-12fb8e2c3424,AccountDisabled,EMEA\Cynthia.Pearson,Cynthia.Pearson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,SG-01 ,Cynthia.Pearson@a360labs.com,CynthiaPearson,a360labs.net/a360labsUsers/cloud,CynthiaPearson@a360labs.com,Cynthia Pearson,"CN=Cynthia Pearson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",db17331c-5955-4bbf-980a-04e1e75169e0
Dag2DB57,dad230ac-6052-4f21-b889-bd8684bc7513,AccountDisabled,NAEAST\Ollie.McGee,Ollie.McGee,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,HU-BU ,Ollie.McGee@a360labs.com,OllieMcGee,a360labs.net/a360labsUsers/cloud,OllieMcGee@a360labs.com,Ollie McGee,"CN=Ollie McGee,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",c845a9e7-7193-49f6-8f3f-59709da12b85
Dag2DB99,d90456c0-1da2-472a-a75a-01c023b5cd00,AccountDisabled,NAEAST\Maude.Payne,Maude.Payne,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-CO ,Maude.Payne@a360labs.com,MaudePayne,a360labs.net/a360labsUsers/cloud,MaudePayne@a360labs.com,Maude Payne,"CN=Maude Payne,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",a9a5602e-0fcc-4943-b04a-e8379e509506
Dag2DB26,81742cb2-f578-479d-8876-4f35cca361b0,AccountDisabled,EMEA\Nellie.King,Nellie.King,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-GU ,Nellie.King@a360labs.com,NellieKing,a360labs.net/a360labsUsers/cloud,NellieKing@a360labs.com,Nellie King,"CN=Nellie King,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",9d0f546b-822d-4c71-a9d5-dbb5ae48d864
Dag2DB72,a61e7607-c7c7-4073-b314-b692639584d8,AccountDisabled,NAEAST\Jane.Gomez,Jane.Gomez,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-CO ,Jane.Gomez@a360labs.com,JaneGomez,a360labs.net/a360labsUsers/cloud,JaneGomez@a360labs.com,Jane Gomez,"CN=Jane Gomez,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",60763c85-d1ff-48b4-8375-1536358f9cdc
Dag2DB72,3dac29cd-ed6b-4172-9706-5ec57a729817,AccountDisabled,EMEA\Timothy.Neal,Timothy.Neal,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-CA ,Timothy.Neal@a360labs.com,TimothyNeal,a360labs.net/a360labsUsers/cloud,TimothyNeal@a360labs.com,Timothy Neal,"CN=Timothy Neal,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",e20d6d1c-3786-435c-b7b5-f554f29bec14
Dag2DB25,d30aef2b-cd98-4523-aea6-9a59ffef5199,AccountDisabled,NAEAST\Nancy.Baker,Nancy.Baker,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,SG-01 ,Nancy.Baker@a360labs.com,NancyBaker,a360labs.net/a360labsUsers/cloud,NancyBaker@a360labs.com,Nancy Baker,"CN=Nancy Baker,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",da788236-32f9-4339-ab55-93e481583691
Dag2DB88,a2acc979-ccd7-4825-b228-4672b67688bb,AccountDisabled,EMEA\Sally.Moreno,Sally.Moreno,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-NY ,Sally.Moreno@a360labs.com,SallyMoreno,a360labs.net/a360labsUsers/cloud,SallyMoreno@a360labs.com,Sally Moreno,"CN=Sally Moreno,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",037ee1a3-a4ea-425a-b5a7-b6c9040b812f
Dag2DB18,fd338c82-a86d-45d7-ac17-8099665e77fa,AccountDisabled,NAEAST\Gussie.Moran,Gussie.Moran,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,SG-01 ,Gussie.Moran@a360labs.com,GussieMoran,a360labs.net/a360labsUsers/cloud,GussieMoran@a360labs.com,Gussie Moran,"CN=Gussie Moran,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",56f8d43d-db61-4d0b-adec-8c40dbb0bf36
Dag2DB80,71eb060f-2bf4-479e-9fbc-3707d39dc204,AccountDisabled,EMEA\Mollie.Steele,Mollie.Steele,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-GU ,Mollie.Steele@a360labs.com,MollieSteele,a360labs.net/a360labsUsers/cloud,MollieSteele@a360labs.com,Mollie Steele,"CN=Mollie Steele,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",0876b14d-a740-42c8-ad70-e47d3ad550f2
Dag2DB51,2e903787-1089-4ece-bbfb-ce27157c2b6f,AccountDisabled,NAEAST\Micheal.Sullivan,Micheal.Sullivan,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,SG-01 ,Micheal.Sullivan@a360labs.com,MichealSullivan,a360labs.net/a360labsUsers/cloud,MichealSullivan@a360labs.com,Micheal Sullivan,"CN=Micheal Sullivan,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",0f41c47a-7653-49c3-a671-27c41c360bfd
Dag2DB72,be8bd60a-e37f-49b2-a25a-af7a7a67d7b8,AccountDisabled,NAEAST\Cole.Park,Cole.Park,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-WY ,Cole.Park@a360labs.com,ColePark,a360labs.net/a360labsUsers/cloud,ColePark@a360labs.com,Cole Park,"CN=Cole Park,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",efcdccfe-6107-420e-85b6-f376ee94b577
Dag2DB24,7848f2d8-eb3e-42a2-a263-8a4548cd4519,AccountDisabled,EMEA\Carolyn.Cunningham,Carolyn.Cunningham,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,IE-D  ,Carolyn.Cunningham@a360labs.com,CarolynCunningham,a360labs.net/a360labsUsers/cloud,CarolynCunningham@a360labs.com,Carolyn Cunningham,"CN=Carolyn Cunningham,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",8a55508e-bce0-4085-901c-aef0ca3187b8
Dag2DB43,8cd80cbe-4f37-4c8e-8ea2-982d70bc3a6b,AccountDisabled,EMEA\Mollie.Hubbard,Mollie.Hubbard,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,IE-D  ,Mollie.Hubbard@a360labs.com,MollieHubbard,a360labs.net/a360labsUsers/cloud,MollieHubbard@a360labs.com,Mollie Hubbard,"CN=Mollie Hubbard,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",60e1051a-5582-4579-b959-f424e12b119a
Dag2DB15,ea0f78bf-e935-4b1e-802c-04bffcfec745,AccountDisabled,EMEA\Lucile.Arnold,Lucile.Arnold,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,GB-LND,Lucile.Arnold@a360labs.com,LucileArnold,a360labs.net/a360labsUsers/cloud,LucileArnold@a360labs.com,Lucile Arnold,"CN=Lucile Arnold,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",a922ed69-40f8-464e-9240-b0fbedd7a691
Dag2DB41,72ed3045-fad6-4415-bdab-0441b41044ce,AccountDisabled,EMEA\Lester.Logan,Lester.Logan,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,HU-BU ,Lester.Logan@a360labs.com,LesterLogan,a360labs.net/a360labsUsers/cloud,LesterLogan@a360labs.com,Lester Logan,"CN=Lester Logan,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",21758f5e-8378-4601-9cd3-8686030b7bd0
Dag2DB32,4b0cffe2-fcaf-43b9-a00d-196411ac5a43,AccountDisabled,EMEA\Ronnie.Grant,Ronnie.Grant,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Ronnie.Grant@a360labs.com,RonnieGrant,a360labs.net/a360labsUsers/cloud,RonnieGrant@a360labs.com,Ronnie Grant,"CN=Ronnie Grant,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",f344e051-4ebf-4dc1-8116-b6e05fecd222
Dag2DB32,23f88991-a188-4c26-aa84-94971542d65f,AccountDisabled,EMEA\Jorge.Lawson,Jorge.Lawson,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-DC ,Jorge.Lawson@a360labs.com,JorgeLawson,a360labs.net/a360labsUsers/cloud,JorgeLawson@a360labs.com,Jorge Lawson,"CN=Jorge Lawson,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",0fc6b282-3e0c-4a20-a57f-81bb3aa021d3
Dag2DB58,25f7fd8c-71bc-43cf-b458-714ca0fa13bb,AccountDisabled,NAEAST\Travis.Cook,Travis.Cook,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,IE-D  ,Travis.Cook@a360labs.com,TravisCook,a360labs.net/a360labsUsers/cloud,TravisCook@a360labs.com,Travis Cook,"CN=Travis Cook,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",159713ad-3c02-4bf9-86a5-43331946ffe7
Dag2DB11,3f96cb90-70aa-462a-aede-aae401a93644,AccountDisabled,EMEA\Bess.Chavez,Bess.Chavez,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-WA ,Bess.Chavez@a360labs.com,BessChavez,a360labs.net/a360labsUsers/cloud,BessChavez@a360labs.com,Bess Chavez,"CN=Bess Chavez,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",56e8b256-a261-40b9-b9b4-666426767056
Dag2DB97,a988931a-b632-417e-884d-4d094d36d1da,AccountDisabled,EMEA\Hulda.Cobb,Hulda.Cobb,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-DC ,Hulda.Cobb@a360labs.com,HuldaCobb,a360labs.net/a360labsUsers/cloud,HuldaCobb@a360labs.com,Hulda Cobb,"CN=Hulda Cobb,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",d941c7c6-b309-4467-9486-fe23bd2f9bed
Dag2DB88,d5779d71-5ae2-4f55-a05c-5f576c7b901f,AccountDisabled,EMEA\Alejandro.Rice,Alejandro.Rice,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-GU ,Alejandro.Rice@a360labs.com,AlejandroRice,a360labs.net/a360labsUsers/cloud,AlejandroRice@a360labs.com,Alejandro Rice,"CN=Alejandro Rice,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",9a2a0623-cdbc-40ac-8bf8-9f2a1b92cf56
Dag2DB4,68719527-677a-4b0e-95fb-bcfcf7d67dc7,AccountDisabled,NAEAST\Cynthia.Alvarez,Cynthia.Alvarez,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CO ,Cynthia.Alvarez@a360labs.com,CynthiaAlvarez,a360labs.net/a360labsUsers/cloud,CynthiaAlvarez@a360labs.com,Cynthia Alvarez,"CN=Cynthia Alvarez,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",f2e6c4db-5832-4bc2-be93-3b2acfbaa4cd
Dag2DB96,0eafecb4-8d13-468e-acc5-5be0676ea7a9,AccountDisabled,EMEA\Cory.Meyer,Cory.Meyer,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,IE-D  ,Cory.Meyer@a360labs.com,CoryMeyer,a360labs.net/a360labsUsers/cloud,CoryMeyer@a360labs.com,Cory Meyer,"CN=Cory Meyer,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",a8f9fd2a-75d9-4e74-94b2-feb1ab13fce7
Dag2DB34,2ae2ab46-be7b-4275-a61f-bc57d7167726,AccountDisabled,EMEA\Rosie.Lowe,Rosie.Lowe,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,HU-BU ,Rosie.Lowe@a360labs.com,RosieLowe,a360labs.net/a360labsUsers/cloud,RosieLowe@a360labs.com,Rosie Lowe,"CN=Rosie Lowe,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",9735ca77-43aa-4684-bbac-06b90c11f533
Dag2DB44,9b8dea3e-1eee-4cb6-a900-06a39afa5464,AccountDisabled,EMEA\Harvey.Colon,Harvey.Colon,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CO ,Harvey.Colon@a360labs.com,HarveyColon,a360labs.net/a360labsUsers/cloud,HarveyColon@a360labs.com,Harvey Colon,"CN=Harvey Colon,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",25326dfe-e4de-4aae-8fca-14e4aa0fd977
Dag2DB3,a6ae92b2-e7c2-45da-88f0-d9b3186115a9,AccountDisabled,NAEAST\Alberta.Maxwell,Alberta.Maxwell,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,CZ-10 ,Alberta.Maxwell@a360labs.com,AlbertaMaxwell,a360labs.net/a360labsUsers/cloud,AlbertaMaxwell@a360labs.com,Alberta Maxwell,"CN=Alberta Maxwell,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",33accfc6-2e1b-4cb9-a79d-dfb79492a039
Dag2DB70,491f8ec6-b559-4247-bc39-2d998b0d70cf,AccountDisabled,EMEA\Ivan.Rodriguez,Ivan.Rodriguez,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-WA ,Ivan.Rodriguez@a360labs.com,IvanRodriguez,a360labs.net/a360labsUsers/cloud,IvanRodriguez@a360labs.com,Ivan Rodriguez,"CN=Ivan Rodriguez,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",c0c33fed-ce88-4e21-840d-b825792fda8a
Dag2DB88,62840854-8078-4f39-b566-126ea04b2832,AccountDisabled,EMEA\Marian.Harrington,Marian.Harrington,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,US-WA ,Marian.Harrington@a360labs.com,MarianHarrington,a360labs.net/a360labsUsers/cloud,MarianHarrington@a360labs.com,Marian Harrington,"CN=Marian Harrington,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",9874dd29-ef44-44b8-9e11-bf749682cb13
Dag2DB60,62f3f277-8292-47b8-8923-c5137b69c264,AccountDisabled,EMEA\Evan.Long,Evan.Long,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX2,a360labsmbx2,HU-BU ,Evan.Long@a360labs.com,EvanLong,a360labs.net/a360labsUsers/cloud,EvanLong@a360labs.com,Evan Long,"CN=Evan Long,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",d6e5e312-958c-467d-95e3-a59cebac2f23
Dag2DB18,4c0e57ed-8b72-4198-9f6b-1b83eb33f08f,AccountDisabled,NAEAST\Nelle.Fleming,Nelle.Fleming,/o=a360labs/ou=Exchange Administrative Group (FYDIBOHF23SPDLT)/cn=Configuration/cn=Servers/cn=A360LABSMBX1,a360labsmbx1,US-CO ,Nelle.Fleming@a360labs.com,NelleFleming,a360labs.net/a360labsUsers/cloud,NelleFleming@a360labs.com,Nelle Fleming,"CN=Nelle Fleming,OU=cloud,OU=a360labsUsers,DC=a360labs,DC=net",b3c33887-ff33-4ba3-b975-cf6c57bb1011
